ID_general;ID_general_old;fullname;gender;possible_identity_with;members;members_names;specialcase;borderline;comment_entity;ID_chapter_1;ID_chapter_2;ID_chapter_3;ID_chapter_4;ID_chapter_5;ID_chapter_6;ID_chapter_7;ID_chapter_8;ID_chapter_9;ID_chapter_10;ID_chapter_11;ID_chapter_12;ID_chapter_13;ID_chapter_14;ID_chapter_15;ID_chapter_16;ID_chapter_17;ID_chapter_18;ID_chapter_19;ID_chapter_20;ID_chapter_21;ID_chapter_22;ID_chapter_23;ID_chapter_24;ID_chapter_25;ID_chapter_26;ID_chapter_27;ID_chapter_28;ID_chapter_29;ID_chapter_30;ID_chapter_31;ID_chapter_32;ID_chapter_33;ID_chapter_34;ID_chapter_35;ID_chapter_36;ID_chapter_37
entity_0626;figur_0407;Mißwollende;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Mißwollende;;;;;;;;;;;;;;;;;
entity_0627;figur_0408;Nachkommen der Wohlhabenden;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Nachkommen der Wohlhabenden;;;;;;;;;;;;;;;;;
entity_0628;figur_0409;Menschen einer Nation;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Menschen einer Nation;;;;;;;;;;;;;;;;;
entity_0629;figur_0411;Vorübergehende;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Vorübergehende;;;;;;;;;;;;;;;;;
entity_0630;figur_0413;unerwarteter Besuch;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;unerwarteter Besuch;;;;;;;;;;;;;;;;;
entity_0631;figur_0414;geliebte verstorbene Person;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;geliebte verstorbene Person;;;;;;;;;;;;;;;;;
entity_0632;figur_0415;verstorbener Mensch allgemein 2;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;verstorbener Mensch allgemein 2;;;;;;;;;;;;;;;;;
entity_0633;figur_0417;Menschen allgemein 2;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 2;;;;;;;;;;;;;;;;
entity_0634;figur_0418;gegenwärtiger Mensch allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;gegenwärtiger Mensch allgemein;;;;;;;;;;;;;;;;
entity_0635;figur_0420;Porträtmaler;m;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;Porträtmaler;;;;;;;;;;;;;;;;
entity_0636;figur_0421;Freund allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;Freund allgemein;;;;;;;;;;;;;;;;
entity_0637;figur_0422;Personen die Porträtierte kennen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;Personen die Porträtierte kennen;;;;;;;;;;;;;;;;
entity_0638;figur_0423;Porträtierte;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;Porträtierte;;;;;;;;;;;;;;;;
entity_0639;figur_0424;Personen die man kennt;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;Personen die man kennt;;;;;;;;;;;;;;;;
entity_0640;figur_0429;Mensch allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein;;;;;;;;;;;;;;;;
entity_0641;figur_0430;Entfernte;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;Entfernte;;;;;;;;;;;;;;;;
entity_0642;figur_0432;Betrachter der Kirche;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;Betrachter der Kirche;;;;;;;;;;;;;;;;
entity_0643;figur_0433;Angehörige des Menschen allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;Angehörige des Menschen allgemein;;;;;;;;;;;;;;;;
entity_0644;figur_0434;Abgeschiedene;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;Abgeschiedene;;;;;;;;;;;;;;;;
entity_0645;figur_0436;Menschen allgemein 3;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 3;;;;;;;;;;;;;;;;
entity_0646;figur_0437;Menschen allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein;;;;;;;;;;;;;;;;
entity_0647;figur_0440;Kirchgänger;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;Kirchgänger;;;;;;;;;;;;;;;;
entity_0648;figur_0444;Modehändler;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;Modehändler;;;;;;;;;;;;;;;;
entity_0649;figur_0450;liebe und teure Menschen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;liebe und teure Menschen;;;;;;;;;;;;;;;;
entity_0650;figur_0451;nordische Völker;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;nordische Völker;;;;;;;;;;;;;;;;
entity_0651;figur_0452;Baukünstler;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;Baukünstler;;;;;;;;;;;;;;;
entity_0652;figur_0454;Mensch allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein;;;;;;;;;;;;;;;
entity_0653;figur_0455;Frisch Verstorbener alter Völker;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;Neuer;;;;;;;;;;;;;;;
entity_0654;figur_0456;alte Völker;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;alte Völker;;;;;;;;;;;;;;;
entity_0655;figur_0457;Dilettant;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;Dilettant;;;;;;;;;;;;;;;
entity_0656;figur_0458;Künstler;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;Künstler;;;;;;;;;;;;;;;
entity_0657;figur_0460;Freunde;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;Freunde;;;;;;;;;;;;;;;
entity_0658;figur_0461;Vorfahren der alten Völker;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;Vorfahren der alten Völker;;;;;;;;;;;;;;;
entity_0659;figur_0462;Künstler allgemein 2;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;Künstler allgemein 2;;;;;;;;;;;;;;;
entity_0660;figur_0463;Goldschmied;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;Goldschmied;;;;;;;;;;;;;;;
entity_0661;figur_0465;Handwerker;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;Handwerker;;;;;;;;;;;;;;;
entity_0662;figur_0466;Vater;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;Vater;;;;;;;;;;;;;;;
entity_0663;figur_0467;Reicher;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;Reicher;;;;;;;;;;;;;;;
entity_0664;figur_0468;ausgestattetes Kind;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;ausgestattetes Kind;;;;;;;;;;;;;;;
entity_0665;figur_0469;bildender Künstler;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;bildender Künstler;;;;;;;;;;;;;;;
entity_0666;figur_0471;gewöhnliche Menschen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;gewöhnliche Menschen;;;;;;;;;;;;;;;
entity_0667;figur_0474;Menschen allgemein 3;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 3;;;;;;;;;;;;;;
entity_0668;figur_0475;Menschen allgemein 7;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 7;;;;;;;;;;;;;;
entity_0669;figur_0477;Menschen allgemein 2;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 2;;;;;;;;;;;;;;
entity_0670;figur_0482;Menschen allgemein 6;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 6;;;;;;;;;;;;;;
entity_0671;figur_0486;der sinnliche Mensch;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;der sinnliche Mensch;;;;;;;;;;;;;;
entity_0672;figur_0488;Mann;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;Mann;;;;;;;;;;;;;;
entity_0673;figur_0490;Mensch allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein;;;;;;;;;;;;;;
entity_0674;figur_0492;eine Person die etwas gegen ihre Art und Weise tut;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;eine Person die etwas gegen ihre Art und Weise tut;;;;;;;;;;;;;;
entity_0675;figur_0493;Menschen allgemein 5;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 5;;;;;;;;;;;;;;
entity_0676;figur_0494;Personen die wir lieben;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Personen die wir lieben;;;;;;;;;;;;;;
entity_0677;figur_0495;Menschen allgemein 9;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 9;;;;;;;;;;;;;;
entity_0678;figur_0496;Menschen in Gesellschaft;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Menschen in Gesellschaft;;;;;;;;;;;;;;
entity_0679;figur_0499;Menschen allgemein 4;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 4;;;;;;;;;;;;;;
entity_0680;figur_0500;jemand der uns Dank schuldet;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;jemand der uns Dank schuldet;;;;;;;;;;;;;;
entity_0681;figur_0501;Zuhörer von jemand;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Zuhörer von jemand;;;;;;;;;;;;;;
entity_0682;figur_0502;Freunde;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Freunde;;;;;;;;;;;;;;
entity_0683;figur_0503;Einzelner;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;Einzelner;;;;;;;;;;;;;;
entity_0684;figur_0510;Menschen allgemein 10;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 10;;;;;;;;;;;;;;
entity_0685;figur_0513;Königin von Karien;f;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;Königin von Karien;;;;;;;;;;;;;;
entity_0686;figur_0515;Geliebte;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Geliebte;;;;;;;;;;;;;;
entity_0687;figur_0517;Gläubiger;m;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Gläubiger;;;;;;;;;;;;;;
entity_0688;figur_0521;Jemand dem wir Dank schulden;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;Jemand dem wir Dank schulden;;;;;;;;;;;;;;
entity_0689;figur_0522;Jemand der vor andern lange spricht;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Jemand der vor andern lange spricht;;;;;;;;;;;;;;
entity_0690;figur_0525;Verständiger;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;Verständiger;;;;;;;;;;;;;;
entity_0691;figur_0527;Vernünftiger;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;Vernünftiger;;;;;;;;;;;;;;
entity_0692;figur_0530;Menschen allgemein 8;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 8;;;;;;;;;;;;;;
entity_0693;figur_0532;alte Freunde;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;alte Freunde;;;;;;;;;;;;;;
entity_0694;figur_0533;Witwe von Ephesus;f;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;Witwe von Ephesus;;;;;;;;;;;;;;
entity_0695;figur_0534;angenehmste Gesellschaften;u;;;;generic, group, nonfact;;;;;;;;;;;;;;;;;;;;;;;;;angenehmste Gesellschaften;;;;;;;;;;;;;;
entity_0696;figur_0536;karischer König;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;karischer König;;;;;;;;;;;;;;
entity_0697;figur_0537;longobardischer König;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;longobardischer König;;;;;;;;;;;;;;
entity_0698;figur_0543;Menschen allgemein 2;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 2;;;;;;;;;;;;;
entity_0699;figur_0544;Menschen die man besucht;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen die man besucht;;;;;;;;;;;;;
entity_0700;figur_0546;Menschen von Lucianes Art;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen von Lucianes Art;;;;;;;;;;;;;
entity_0701;figur_0552;jeder in der Welt;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;jeder in der Welt;;;;;;;;;;;;;
entity_0702;figur_0553;Besuchende;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Besuchende;;;;;;;;;;;;;
entity_0703;figur_0556;Menschen allgemein 1;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 1;;;;;;;;;;;;;
entity_0704;figur_0558;einer der sich für frei erklärt;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;einer der sich für frei erklärt;;;;;;;;;;;;;
entity_0705;figur_0559;einer der sich für bedingt erklärt;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;einer der sich für bedingt erklärt;;;;;;;;;;;;;
entity_0706;figur_0561;täppischer Mensch von Zivilstand;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;täppischer Mensch;;;;;;;;;;;;;
entity_0707;figur_0562;rohe Kriegsleute;m;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;rohe Kriegsleute;;;;;;;;;;;;;
entity_0708;figur_0568;Kammerdiener;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;Kammerdiener;;;;;;;;;;;;;
entity_0709;figur_0570;schickliche Menschen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;schickliche Menschen;;;;;;;;;;;;;
entity_0710;figur_0573;Kränkste;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Kränkste;;;;;;;;;;;;;
entity_0711;figur_0576;Frauen allgemein 2;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Frauen allgemein 2;;;;;;;;;;;;;
entity_0712;figur_0580;größte Menschen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;größte Menschen;;;;;;;;;;;;;
entity_0713;figur_0581;Älteste;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Älteste;;;;;;;;;;;;;
entity_0714;figur_0582;vorzüglicher Mann;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;vorzüglicher Mann;;;;;;;;;;;;;
entity_0715;figur_0583;jemand der sich für frei hält;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;jemand der sich für frei hält;;;;;;;;;;;;;
entity_0716;figur_0585;Neuankommender;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;Neuankommender;;;;;;;;;;;;;
entity_0717;figur_0586;jemand allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;jemand allgemein;;;;;;;;;;;;;
entity_0718;figur_0592;jemand mit Brille;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;jemand mit Brille;;;;;;;;;;;;;
entity_0719;figur_0595;Mensch allgemein 3;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein 3;;;;;;;;;;;;;
entity_0720;figur_0596;Held allgemein 1;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;Held allgemein 1;;;;;;;;;;;;;
entity_0721;figur_0598;Gesellschaft allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Gesellschaft allgemein;;;;;;;;;;;;;
entity_0722;figur_0599;Künstler allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;Künstler allgemein;;;;;;;;;;;;;
entity_0723;figur_0605;Dumme;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Dumme;;;;;;;;;;;;;
entity_0724;figur_0607;Halbnarren;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Halbnarren;;;;;;;;;;;;;
entity_0725;figur_0609;Halbweisen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Halbweisen;;;;;;;;;;;;;
entity_0726;figur_0612;Held allgemein 2;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;Held allgemein 2;;;;;;;;;;;;;
entity_0727;figur_0613;Frauen allgemein;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Frauen allgemein;;;;;;;;;;;;;
entity_0728;figur_0614;Toren;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Toren;;;;;;;;;;;;;
entity_0729;figur_0616;deutsche Schöne;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;deutsche Schöne;;;;;;;;;;;;;
entity_0730;figur_0618;Unbequeme;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Unbequeme;;;;;;;;;;;;;
entity_0731;figur_0623;Unbedeutende;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Unbedeutende;;;;;;;;;;;;;
entity_0732;figur_0628;Personen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Personen;;;;;;;;;;;;;
entity_0733;figur_0630;gescheite Leute;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;gescheite Leute;;;;;;;;;;;;;
entity_0734;figur_0633;gebildeter Soldat;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;gebildeter Soldat;;;;;;;;;;;;;
entity_0735;figur_0634;heutige Frauenzimmer;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;heutige Frauenzimmer;;;;;;;;;;;;;
entity_0736;figur_0635;gewandter Kammerdiener;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;gewandter Kammerdiener;;;;;;;;;;;;;
entity_0737;figur_0639;verständige und billige Menschen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;verständige und billige Menschen;;;;;;;;;;;;;
entity_0738;figur_0642;vorzüglichster Künstler;u;;;;generic, nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;vorzüglichster Künstler;;;;;;;;;;;;;
entity_0739;figur_0651;Schwache Personen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;Schwache Personen;;;;;;;;;;;;
entity_0740;figur_0652;Kranke Personen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;Kranke Personen;;;;;;;;;;;;
entity_0741;figur_0653;Menschen die Kunst nicht würdig behandeln;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen die Kunst nicht würdig behandeln;;;;;;;;;;;;
entity_0742;figur_0654;gefühlvoller Kenner;u;;;;generic, nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;;gefühlvoller Kenner;;;;;;;;;;;;
entity_0743;figur_0655;Fröhliche Personen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;Fröhliche Personen;;;;;;;;;;;;
entity_0744;figur_0658;Traurige Personen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;Traurige Personen;;;;;;;;;;;;
entity_0745;figur_0662;gebildete Menschen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;gebildete Menschen;;;;;;;;;;;;
entity_0746;figur_0667;Fremde;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;Fremde;;;;;;;;;;;;
entity_0747;figur_0668;Eltern;mf;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;Eltern;;;;;;;;;;;;
entity_0748;figur_0671;Gesellschaft;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;Gesellschaft;;;;;;;;;;;;
entity_0749;figur_0676;Personen mit seltsamem Charakter;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;Personen mit seltsamem Charakter;;;;;;;;;;;;
entity_0750;figur_0680;Maler;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;Maler;;;;;;;;;;;;
entity_0751;figur_0681;Kustoden von Kunst;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;Kustoden von Kunst;;;;;;;;;;;;
entity_0752;figur_0683;Liebhaber von Kunst;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;Liebhaber von Kunst;;;;;;;;;;;;
entity_0753;figur_0687;der einundzwanzigste der Kunst nicht würdig behandelt;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;der einundzwanzigste der Kunst nicht würdig behandelt;;;;;;;;;;;;
entity_0754;figur_0689;zwanzig Menschen die Kunst nicht würdig behandeln;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;zwanzig Menschen die Kunst nicht würdig behandeln;;;;;;;;;;;;
entity_0755;figur_0691;Gartenknaben;m;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gartenknaben;;;;;;;;;;;
entity_0756;figur_0693;Knaben allgemein;m;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Knaben allgemein;;;;;;;;;;;
entity_0757;figur_0694;Frauen allgemein;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Frauen allgemein;;;;;;;;;;;
entity_0758;figur_0695;ein Frauenzimmer allgemein;f;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;ein Frauenzimmer allgemein;;;;;;;;;;;
entity_0759;figur_0696;Mensch allgemein 5;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein 5;;;;;;;;;;;
entity_0760;figur_0697;Lehrende;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lehrende;;;;;;;;;;;
entity_0761;figur_0699;Jemand der das Affenbuch betrachtet;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jemand der das Affenbuch betrachtet;;;;;;;;;;;
entity_0762;figur_0700;Einzelner;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Einzelner;;;;;;;;;;;
entity_0763;figur_0701;weibliches Geschlecht;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;weibliches Geschlecht;;;;;;;;;;;
entity_0764;figur_0702;Männer allgemein 3;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Männer allgemein 3;;;;;;;;;;;
entity_0765;figur_0703;Männer allgemein 2;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Männer allgemein 2;;;;;;;;;;;
entity_0766;figur_0704;Lehrer;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lehrer;;;;;;;;;;;
entity_0767;figur_0705;Kinder allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kinder allgemein;;;;;;;;;;;
entity_0768;figur_0706;Reisender;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Reisender;;;;;;;;;;;
entity_0769;figur_0710;liebender verehrender Mann allgemein;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;liebender verehrender Mann allgemein;;;;;;;;;;;
entity_0770;figur_0711;Mann im Allgemeinen;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mann im Allgemeinen;;;;;;;;;;;
entity_0771;figur_0712;jede Frau;f;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;jede Frau;;;;;;;;;;;
entity_0772;figur_0713;Zöglinge allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Zöglinge allgemein;;;;;;;;;;;
entity_0773;figur_0716;eine Frau allgemein;f;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;eine Frau allgemein;;;;;;;;;;;
entity_0774;figur_0717;Frauenzimmer allgemein 2;f;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Frauenzimmer allgemein 2;;;;;;;;;;;
entity_0775;figur_0718;Naturforscher;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Naturforscher;;;;;;;;;;;
entity_0776;figur_0720;Priesterkaste;m;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Priesterkaste;;;;;;;;;;;
entity_0777;figur_0721;Erben eines Menschen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Erben eines Menschen;;;;;;;;;;;
entity_0778;figur_0722;Personen mit denen jemand nahe verwandt ist;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Personen mit denen jemand nahe verwandt ist;;;;;;;;;;;
entity_0779;figur_0724;Lernende;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lernende;;;;;;;;;;;
entity_0780;figur_0725;Mütter;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mütter;;;;;;;;;;;
entity_0781;figur_0726;Mädchen allgemein;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mädchen allgemein;;;;;;;;;;;
entity_0782;figur_0727;Männer allgemein 4;m;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Männer allgemein 4;;;;;;;;;;;
entity_0783;figur_0730;Eitle;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Eitle;;;;;;;;;;;
entity_0784;figur_0731;Ehefrauen;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ehefrauen;;;;;;;;;;;
entity_0785;figur_0732;Erzieher allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Erzieher allgemein;;;;;;;;;;;
entity_0786;figur_0734;Frauen allgemein 2;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Frauen allgemein 2;;;;;;;;;;;
entity_0787;figur_0738;Menschheit allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschheit allgemein;;;;;;;;;;;
entity_0788;figur_0739;Mensch allgemein 2;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein 2;;;;;;;;;;;
entity_0789;figur_0740;Mensch allgemein 6;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein 6;;;;;;;;;;;
entity_0790;figur_0742;Lieblinge eines Menschen allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lieblinge eines Menschen allgemein;;;;;;;;;;;
entity_0791;figur_0745;Mohren;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mohren;;;;;;;;;;;
entity_0792;figur_0746;bekannte Menschen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;bekannte Menschen;;;;;;;;;;;
entity_0793;figur_0747;bedeutende Menschen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;bedeutende Menschen;;;;;;;;;;;
entity_0794;figur_0748;andere Frau;f;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;andere Frau;;;;;;;;;;;
entity_0795;figur_0749;Wärterinnen;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wärterinnen;;;;;;;;;;;
entity_0796;figur_0752;zu erziehende Kinder;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;zu erziehende Kinder;;;;;;;;;;;
entity_0797;figur_0754;Menschen allgemein 2;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 2;;;;;;;;;;
